iter,loss,acc
4150,0.294649,0.9177
4160,0.294302,0.9171
4170,0.294635,0.9164
4180,0.292316,0.9174
4190,0.292698,0.9156
4200,0.292809,0.9168
4210,0.293308,0.9165
4220,0.292445,0.9181
4230,0.292566,0.9164
4240,0.291404,0.915
4250,0.292683,0.9151
4260,0.292652,0.9168
4270,0.289473,0.9162
4280,0.29161,0.9163
4290,0.28913,0.9169
4300,0.293102,0.9152
4310,0.291555,0.9145
4320,0.288645,0.9177
4330,0.28948,0.9165
4340,0.287482,0.9175
4350,0.288063,0.9176
4360,0.287588,0.9197
4370,0.289325,0.9184
4380,0.285656,0.9189
4390,0.285629,0.9173
4400,0.285787,0.9185
4410,0.285515,0.9189
4420,0.286666,0.9194
4430,0.287534,0.9187
4440,0.284656,0.9196
4450,0.284346,0.9191
4460,0.284667,0.9195
4470,0.282849,0.9191
4480,0.282137,0.92
4490,0.282634,0.9186
4500,0.282487,0.9193
4510,0.281617,0.9182
4520,0.280999,0.9189
4530,0.281964,0.9187
4540,0.281132,0.9188
4550,0.280726,0.9202
4560,0.281302,0.9217
4570,0.280998,0.9188
4580,0.282532,0.9184
4590,0.282311,0.9181
4600,0.2811,0.9193
4610,0.27915,0.9207
4620,0.278835,0.9193
4630,0.279222,0.9203
4640,0.279573,0.9211
4650,0.279049,0.9199
4660,0.278033,0.9198
4670,0.280253,0.9208
4680,0.279216,0.9211
4690,0.278199,0.92
4700,0.277605,0.92
4710,0.276786,0.9209
4720,0.277869,0.92
4730,0.278101,0.9233
4740,0.277619,0.9211
4750,0.27737,0.9214
4760,0.278514,0.9205
4770,0.276915,0.9218
4780,0.276277,0.9226
4790,0.276366,0.922
4800,0.275391,0.9221
4810,0.275077,0.9212
4820,0.27389,0.9215
4830,0.275545,0.9206
4840,0.275868,0.9222
4850,0.27768,0.922
4860,0.27368,0.9225
4870,0.273702,0.9223
4880,0.273596,0.9211
4890,0.272214,0.9229
4900,0.272616,0.9215
4910,0.272346,0.924
4920,0.271317,0.9215
4930,0.271657,0.9237
4940,0.271914,0.9233
4950,0.270579,0.9241
4960,0.272749,0.9229
4970,0.271458,0.9222
4980,0.271933,0.924
4990,0.270025,0.9229
5000,0.27002,0.9233
5010,0.269736,0.9249
5020,0.26991,0.923
5030,0.268997,0.9222
5040,0.269135,0.9221
5050,0.268145,0.9225
5060,0.267875,0.922
5070,0.268527,0.9216
5080,0.269741,0.9221
5090,0.268786,0.9228
5100,0.267184,0.923
5110,0.269234,0.9249
5120,0.267177,0.9244
5130,0.269095,0.925
5140,0.267364,0.9252
5150,0.267587,0.9234
5160,0.269441,0.9245
5170,0.264761,0.9223
5180,0.266119,0.9243
5190,0.265335,0.9232
5200,0.266915,0.9219
5210,0.264917,0.9238
5220,0.265153,0.9254
5230,0.262393,0.9249
5240,0.263892,0.9237
5250,0.263042,0.9248
5260,0.262713,0.9227
5270,0.26268,0.9237
5280,0.264059,0.9242
5290,0.261692,0.9244
5300,0.262685,0.9256
5310,0.26284,0.9254
5320,0.261743,0.9253
5330,0.261369,0.9254
5340,0.260797,0.925
5350,0.260937,0.9245
5360,0.26054,0.9243
5370,0.260499,0.9238
5380,0.262381,0.9252
5390,0.260544,0.9251
5400,0.259198,0.926
5410,0.258719,0.9246
5420,0.259582,0.925
5430,0.258752,0.9262
5440,0.259673,0.9269
5450,0.261047,0.9264
5460,0.261392,0.9268
5470,0.259658,0.9265
5480,0.258341,0.926
5490,0.258565,0.926
5500,0.259118,0.9249
5510,0.257862,0.9262
5520,0.256881,0.9263
5530,0.257573,0.9272
5540,0.257519,0.9265
5550,0.258012,0.9245
5560,0.258841,0.9249
5570,0.257076,0.9271
5580,0.255542,0.9273
5590,0.257584,0.9289
5600,0.255827,0.9271
5610,0.255422,0.9265
5620,0.254294,0.927
5630,0.254685,0.9262
5640,0.255233,0.9273
